date,indicator,pillar,raw_value,z_score,z_3m_chg,z_6m_chg,z_12m_chg,z_trend_6m,pctile_expanding,direction_flag,streak_months,warning,expanding_mean_raw,expanding_std_raw
2015-03-31,l_nfci,liquidity,-0.534,0.385,-0.1088,-0.251,-0.3914,0.455,40.625,deteriorating,7,deterioration,-0.2785,0.6638
2015-04-30,l_nfci,liquidity,-0.5425,0.3965,0.027,-0.1603,-0.3653,0.4283,41.6149,flat,1,,-0.2799,0.6623
2015-05-31,l_nfci,liquidity,-0.5456,0.3999,0.0423,-0.1676,-0.3692,0.4004,42.5926,flat,2,,-0.2813,0.6608
2015-06-30,l_nfci,liquidity,-0.5422,0.3937,0.0087,-0.1001,-0.3883,0.3837,41.1043,flat,3,,-0.2827,0.6593
2015-07-31,l_nfci,liquidity,-0.5198,0.3585,-0.038,-0.011,-0.3703,0.3819,37.8049,flat,4,,-0.284,0.6577
2015-08-31,l_nfci,liquidity,-0.4482,0.249,-0.1509,-0.1086,-0.4322,0.3638,30.9091,deteriorating,1,,-0.2849,0.6561
2015-09-30,l_nfci,liquidity,-0.401,0.1765,-0.2171,-0.2084,-0.4594,0.329,28.3133,deteriorating,2,,-0.2855,0.6544
2015-10-31,l_nfci,liquidity,-0.4412,0.2373,-0.1212,-0.1592,-0.3196,0.3025,31.1377,deteriorating,3,,-0.2863,0.6527
2015-11-30,l_nfci,liquidity,-0.4585,0.2631,0.014,-0.1369,-0.3044,0.2797,32.7381,flat,1,,-0.2872,0.6511
2015-12-31,l_nfci,liquidity,-0.392,0.1605,-0.016,-0.2331,-0.3333,0.2408,27.2189,flat,2,,-0.2877,0.6495
2016-01-31,l_nfci,liquidity,-0.3174,0.0455,-0.1918,-0.313,-0.324,0.1887,22.9412,deteriorating,1,,-0.2879,0.6478
2016-02-29,l_nfci,liquidity,-0.3022,0.0221,-0.241,-0.2269,-0.3355,0.1508,22.2222,deteriorating,2,,-0.288,0.6461
2016-03-31,l_nfci,liquidity,-0.3515,0.0981,-0.0625,-0.0785,-0.2869,0.1378,26.1628,flat,1,,-0.2883,0.6445
2016-04-30,l_nfci,liquidity,-0.3814,0.1441,0.0985,-0.0932,-0.2524,0.1222,27.7457,flat,2,,-0.2888,0.6428
2016-05-31,l_nfci,liquidity,-0.3785,0.1392,0.1171,-0.1239,-0.2607,0.1016,27.5862,improving,1,,-0.2892,0.6412
2016-06-30,l_nfci,liquidity,-0.356,0.1039,0.0058,-0.0567,-0.2898,0.0921,26.2857,flat,1,,-0.2896,0.6396
2016-07-31,l_nfci,liquidity,-0.3494,0.0933,-0.0508,0.0478,-0.2652,0.1001,25.5682,flat,2,,-0.2899,0.638
2016-08-31,l_nfci,liquidity,-0.3578,0.1061,-0.0331,0.084,-0.1429,0.1141,27.1186,flat,3,,-0.2902,0.6364
2016-09-30,l_nfci,liquidity,-0.3384,0.0755,-0.0283,-0.0225,-0.101,0.1104,24.7191,flat,4,,-0.2905,0.6348
2016-10-31,l_nfci,liquidity,-0.36,0.1093,0.016,-0.0348,-0.128,0.1046,27.933,flat,5,,-0.2908,0.6333
2016-11-30,l_nfci,liquidity,-0.4098,0.1874,0.0812,0.0482,-0.0757,0.1126,32.7778,flat,6,,-0.2914,0.6318
2016-12-31,l_nfci,liquidity,-0.4524,0.2542,0.1787,0.1504,0.0937,0.1376,36.4641,improving,1,,-0.2922,0.6303
2017-01-31,l_nfci,liquidity,-0.4785,0.2948,0.1856,0.2015,0.2493,0.1712,39.011,improving,2,,-0.2931,0.6289
2017-02-28,l_nfci,liquidity,-0.4878,0.3087,0.1214,0.2026,0.2866,0.205,39.8907,improving,3,,-0.294,0.6275
2017-03-31,l_nfci,liquidity,-0.4804,0.2962,0.042,0.2207,0.1982,0.2418,39.1304,flat,1,,-0.2949,0.6261
2017-04-30,l_nfci,liquidity,-0.493,0.3155,0.0207,0.2062,0.1714,0.2761,40.5405,flat,2,,-0.2959,0.6248
2017-05-31,l_nfci,liquidity,-0.5302,0.3741,0.0654,0.1868,0.2349,0.3073,46.7742,flat,3,,-0.297,0.6235
2017-06-30,l_nfci,liquidity,-0.5608,0.4219,0.1257,0.1677,0.3181,0.3352,51.8717,improving,1,,-0.2983,0.6222
2017-07-31,l_nfci,liquidity,-0.5745,0.4427,0.1272,0.1479,0.3494,0.3599,53.7234,improving,2,,-0.2996,0.621
2017-08-31,l_nfci,liquidity,-0.5658,0.4274,0.0533,0.1187,0.3213,0.3797,52.381,flat,1,,-0.3008,0.6198
2017-09-30,l_nfci,liquidity,-0.5604,0.4176,-0.0043,0.1214,0.3421,0.3999,51.0526,flat,2,,-0.302,0.6186
2017-10-31,l_nfci,liquidity,-0.5852,0.4565,0.0138,0.141,0.3472,0.4234,54.4503,flat,3,,-0.3034,0.6175
2017-11-30,l_nfci,liquidity,-0.6012,0.481,0.0536,0.1069,0.2937,0.4412,55.7292,flat,4,,-0.3047,0.6164
2017-12-31,l_nfci,liquidity,-0.609,0.4922,0.0746,0.0703,0.238,0.4529,57.513,flat,5,,-0.3062,0.6153
2018-01-31,l_nfci,liquidity,-0.6148,0.5001,0.0436,0.0574,0.2053,0.4625,58.7629,flat,6,,-0.3076,0.6142
2018-02-28,l_nfci,liquidity,-0.5678,0.4224,-0.0586,-0.005,0.1137,0.4617,50.7692,flat,7,,-0.3088,0.613
2018-03-31,l_nfci,liquidity,-0.5098,0.3271,-0.1651,-0.0905,0.0309,0.4466,39.7959,deteriorating,1,,-0.3097,0.6118
2018-04-30,l_nfci,liquidity,-0.5188,0.3409,-0.1593,-0.1157,0.0253,0.4273,41.1168,deteriorating,2,,-0.3106,0.6106
2018-05-31,l_nfci,liquidity,-0.5598,0.4069,-0.0155,-0.0741,0.0328,0.4149,48.9899,flat,1,,-0.3118,0.6094
2018-06-30,l_nfci,liquidity,-0.5478,0.3863,0.0592,-0.1059,-0.0356,0.3973,46.2312,flat,2,,-0.3128,0.6082
2018-07-31,l_nfci,liquidity,-0.5498,0.3885,0.0477,-0.1116,-0.0542,0.3787,46.5,flat,3,,-0.3139,0.6071
2018-08-31,l_nfci,liquidity,-0.5856,0.4464,0.0395,0.0239,0.019,0.3827,54.7264,flat,4,,-0.3151,0.606
2018-09-30,l_nfci,liquidity,-0.5968,0.4635,0.0772,0.1364,0.0459,0.4054,55.9406,flat,5,,-0.3164,0.6049
2018-10-31,l_nfci,liquidity,-0.5695,0.4174,0.0289,0.0765,-0.0391,0.4182,50.2463,flat,6,,-0.3175,0.6038
2018-11-30,l_nfci,liquidity,-0.5002,0.3019,-0.1445,-0.105,-0.1792,0.4007,36.2745,deteriorating,1,,-0.3183,0.6026
2018-12-31,l_nfci,liquidity,-0.43,0.185,-0.2786,-0.2013,-0.3072,0.3671,28.7805,deteriorating,2,,-0.3188,0.6013
2019-01-31,l_nfci,liquidity,-0.4715,0.2534,-0.164,-0.1351,-0.2467,0.3446,32.5243,deteriorating,3,,-0.3194,0.6001
2019-02-28,l_nfci,liquidity,-0.557,0.3949,0.093,-0.0515,-0.0275,0.336,47.343,flat,1,,-0.3205,0.599
2019-03-31,l_nfci,liquidity,-0.5984,0.4628,0.2778,-0.0007,0.1357,0.3359,56.7308,improving,1,,-0.3217,0.5979
2019-04-30,l_nfci,liquidity,-0.6128,0.4855,0.2321,0.0681,0.1447,0.3473,58.3732,improving,2,,-0.3229,0.5969
2019-05-31,l_nfci,liquidity,-0.5958,0.4559,0.061,0.154,0.049,0.3729,55.2381,flat,1,,-0.3241,0.5959
2019-06-30,l_nfci,liquidity,-0.574,0.4183,-0.0445,0.2333,0.032,0.4118,51.1848,flat,2,,-0.3252,0.5949
2019-07-31,l_nfci,liquidity,-0.579,0.4256,-0.0599,0.1722,0.0371,0.4405,52.8302,flat,3,,-0.3262,0.5938
2019-08-31,l_nfci,liquidity,-0.5474,0.3715,-0.0844,-0.0234,-0.0749,0.4366,43.1925,flat,4,,-0.3272,0.5927
2019-09-30,l_nfci,liquidity,-0.5142,0.3149,-0.1034,-0.1479,-0.1487,0.412,36.4486,deteriorating,1,,-0.328,0.5916
2019-10-31,l_nfci,liquidity,-0.5305,0.3415,-0.0841,-0.144,-0.0759,0.388,40.0,flat,1,,-0.3288,0.5905
2019-11-30,l_nfci,liquidity,-0.5702,0.4078,0.0362,-0.0482,0.1059,0.3799,49.537,flat,2,,-0.3298,0.5895
2019-12-31,l_nfci,liquidity,-0.5542,0.3798,0.0649,-0.0385,0.1948,0.3735,44.2396,flat,3,,-0.3308,0.5884
2020-01-31,l_nfci,liquidity,-0.601,0.4581,0.1166,0.0325,0.2047,0.3789,57.3394,improving,1,,-0.3319,0.5874
2020-02-29,l_nfci,liquidity,-0.4652,0.2265,-0.1812,-0.145,-0.1684,0.3548,29.2237,deteriorating,1,,-0.3324,0.5863
2020-03-31,l_nfci,liquidity,0.0832,-0.7068,-1.0866,-1.0217,-1.1697,0.1845,11.3636,deteriorating,2,,-0.3307,0.5857
2020-04-30,l_nfci,liquidity,0.2462,-0.9812,-1.4393,-1.3227,-1.4667,-0.036,10.8597,deteriorating,3,deterioration,-0.3284,0.5856
2020-05-31,l_nfci,liquidity,-0.1168,-0.3604,-0.587,-0.7682,-0.8164,-0.164,13.5135,deteriorating,4,deterioration,-0.3275,0.5846
2020-06-30,l_nfci,liquidity,-0.3538,0.0448,0.7517,-0.335,-0.3735,-0.2198,19.2825,improving,1,,-0.3276,0.5834
2020-07-31,l_nfci,liquidity,-0.4396,0.1916,1.1727,-0.2665,-0.2341,-0.2643,29.0179,improving,2,,-0.3281,0.5823
2020-08-31,l_nfci,liquidity,-0.5008,0.2959,0.6564,0.0694,-0.0756,-0.2527,35.5556,improving,3,,-0.3288,0.5812
2020-09-30,l_nfci,liquidity,-0.4992,0.2927,0.2479,0.9996,-0.0222,-0.0861,34.5133,improving,4,improvement,-0.3294,0.5801
2020-10-31,l_nfci,liquidity,-0.4952,0.2851,0.0936,1.2663,-0.0564,0.1249,34.3612,flat,1,,-0.3301,0.579
2020-11-30,l_nfci,liquidity,-0.5448,0.3699,0.0739,0.7303,-0.0379,0.2467,45.1754,flat,2,,-0.331,0.578
2020-12-31,l_nfci,liquidity,-0.593,0.4522,0.1595,0.4074,0.0724,0.3146,58.0786,improving,1,,-0.332,0.5771
2021-01-31,l_nfci,liquidity,-0.6152,0.4895,0.2044,0.2979,0.0314,0.3642,62.6087,improving,2,,-0.3331,0.5762
2021-02-28,l_nfci,liquidity,-0.624,0.5035,0.1337,0.2076,0.277,0.3988,65.368,improving,3,,-0.3343,0.5754
2021-03-31,l_nfci,liquidity,-0.6398,0.5296,0.0773,0.2369,1.2364,0.4383,67.2414,flat,1,,-0.3355,0.5746
2021-04-30,l_nfci,liquidity,-0.6698,0.5804,0.0908,0.2952,1.5615,0.4875,72.5322,flat,2,,-0.3368,0.5738
2021-05-31,l_nfci,liquidity,-0.69,0.6139,0.1104,0.2441,0.9743,0.5282,74.359,improving,1,,-0.3381,0.5731
2021-06-30,l_nfci,liquidity,-0.691,0.614,0.0844,0.1618,0.5692,0.5551,74.4681,flat,1,,-0.3395,0.5724
2021-07-31,l_nfci,liquidity,-0.6676,0.5717,-0.0087,0.0822,0.3801,0.5688,70.7627,flat,2,,-0.3408,0.5717
2021-08-31,l_nfci,liquidity,-0.648,0.5361,-0.0779,0.0325,0.2401,0.5743,67.0886,flat,3,,-0.342,0.5709
2021-09-30,l_nfci,liquidity,-0.6508,0.5395,-0.0745,0.01,0.2468,0.5759,68.0672,flat,4,,-0.3431,0.5701
2021-10-31,l_nfci,liquidity,-0.642,0.5229,-0.0488,-0.0574,0.2378,0.5663,64.8536,flat,5,,-0.3443,0.5693
2021-11-30,l_nfci,liquidity,-0.5768,0.4074,-0.1287,-0.2065,0.0376,0.5319,49.1667,deteriorating,1,,-0.3452,0.5684
2021-12-31,l_nfci,liquidity,-0.5448,0.3505,-0.1891,-0.2636,-0.1018,0.488,40.6639,deteriorating,2,,-0.3459,0.5675
2022-01-31,l_nfci,liquidity,-0.555,0.3676,-0.1553,-0.204,-0.1219,0.454,42.562,deteriorating,3,,-0.3467,0.5666
2022-02-28,l_nfci,liquidity,-0.4815,0.2374,-0.17,-0.2986,-0.2661,0.4042,29.6296,deteriorating,4,deterioration,-0.3472,0.5655
2022-03-31,l_nfci,liquidity,-0.389,0.0737,-0.2767,-0.4658,-0.4558,0.3266,19.2623,deteriorating,5,deterioration,-0.3474,0.5645
2022-04-30,l_nfci,liquidity,-0.3578,0.0184,-0.3492,-0.5045,-0.5619,0.2425,16.7347,deteriorating,6,deterioration,-0.3474,0.5634
2022-05-31,l_nfci,liquidity,-0.2898,-0.1022,-0.3396,-0.5096,-0.7161,0.1576,15.4472,deteriorating,7,deterioration,-0.3472,0.5624
2022-06-30,l_nfci,liquidity,-0.2022,-0.2572,-0.331,-0.6077,-0.8713,0.0563,12.9555,deteriorating,8,deterioration,-0.3467,0.5614
2022-07-31,l_nfci,liquidity,-0.1882,-0.2817,-0.3001,-0.6493,-0.8534,-0.0519,12.5,deteriorating,9,deterioration,-0.3461,0.5604
2022-08-31,l_nfci,liquidity,-0.2342,-0.1992,-0.097,-0.4366,-0.7352,-0.1247,14.0562,flat,1,,-0.3457,0.5595
2022-09-30,l_nfci,liquidity,-0.154,-0.3419,-0.0847,-0.4156,-0.8814,-0.194,12.4,flat,2,,-0.345,0.5585
2022-10-31,l_nfci,liquidity,-0.1095,-0.4207,-0.139,-0.4391,-0.9436,-0.2671,11.5538,deteriorating,1,,-0.3441,0.5577
2022-11-30,l_nfci,liquidity,-0.1648,-0.321,-0.1218,-0.2188,-0.7284,-0.3036,13.0952,deteriorating,2,,-0.3435,0.5568
2022-12-31,l_nfci,liquidity,-0.2004,-0.2564,0.0855,0.0008,-0.6069,-0.3035,14.6245,flat,1,,-0.3429,0.5558
2023-01-31,l_nfci,liquidity,-0.2788,-0.1153,0.3054,0.1664,-0.4829,-0.2757,17.7165,improving,1,,-0.3427,0.5548
2023-02-28,l_nfci,liquidity,-0.2982,-0.08,0.241,0.1192,-0.3174,-0.2559,18.8235,improving,2,,-0.3425,0.5539
2023-03-31,l_nfci,liquidity,-0.1874,-0.2796,-0.0231,0.0623,-0.3533,-0.2455,13.6719,flat,1,,-0.342,0.5529
2023-04-30,l_nfci,liquidity,-0.1745,-0.3023,-0.1871,0.1183,-0.3208,-0.2258,13.2296,deteriorating,1,,-0.3414,0.552
2023-05-31,l_nfci,liquidity,-0.2092,-0.2389,-0.1589,0.082,-0.1368,-0.2121,15.5039,deteriorating,2,,-0.3409,0.5511
2023-06-30,l_nfci,liquidity,-0.2218,-0.2158,0.0638,0.0407,0.0415,-0.2053,15.8301,flat,1,,-0.3405,0.5502
2023-07-31,l_nfci,liquidity,-0.259,-0.1479,0.1545,-0.0326,0.1338,-0.2107,18.0769,improving,1,,-0.3402,0.5492
2023-08-31,l_nfci,liquidity,-0.3188,-0.039,0.1999,0.041,0.1602,-0.2039,20.6897,improving,2,,-0.3401,0.5482
2023-09-30,l_nfci,liquidity,-0.3312,-0.0163,0.1995,0.2633,0.3256,-0.16,20.9924,improving,3,improvement,-0.3401,0.5473
2023-10-31,l_nfci,liquidity,-0.293,-0.0859,0.0619,0.2164,0.3347,-0.124,19.7719,flat,1,,-0.3399,0.5463
2023-11-30,l_nfci,liquidity,-0.3062,-0.0616,-0.0226,0.1774,0.2594,-0.0944,20.8333,flat,2,,-0.3398,0.5454
2023-12-31,l_nfci,liquidity,-0.35,0.0186,0.0349,0.2344,0.2751,-0.0553,23.0189,flat,3,,-0.3399,0.5444
2024-01-31,l_nfci,liquidity,-0.387,0.0864,0.1724,0.2343,0.2017,-0.0163,26.6917,improving,1,,-0.34,0.5435
2024-02-29,l_nfci,liquidity,-0.4152,0.1382,0.1997,0.1772,0.2182,0.0133,29.9625,improving,2,,-0.3403,0.5426
2024-03-31,l_nfci,liquidity,-0.4356,0.1754,0.1567,0.1916,0.455,0.0452,32.0896,improving,3,,-0.3406,0.5416
2024-04-30,l_nfci,liquidity,-0.419,0.1445,0.058,0.2304,0.4468,0.0836,30.855,flat,1,,-0.3409,0.5407
2024-05-31,l_nfci,liquidity,-0.4124,0.132,-0.0061,0.1936,0.371,0.1159,29.6296,flat,2,,-0.3411,0.5398
2024-06-30,l_nfci,liquidity,-0.392,0.0941,-0.0813,0.0755,0.3098,0.1284,27.3063,flat,3,,-0.3413,0.5389
2024-07-31,l_nfci,liquidity,-0.3682,0.0499,-0.0945,-0.0365,0.1978,0.1223,24.6324,flat,4,,-0.3414,0.538
2024-08-31,l_nfci,liquidity,-0.3726,0.0579,-0.0741,-0.0803,0.0969,0.109,24.9084,flat,5,,-0.3415,0.5371
2024-09-30,l_nfci,liquidity,-0.4162,0.139,0.0449,-0.0364,0.1552,0.1029,31.0219,flat,6,,-0.3417,0.5362
2024-10-31,l_nfci,liquidity,-0.4388,0.1806,0.1307,0.0361,0.2665,0.1089,34.1818,improving,1,,-0.3421,0.5353
2024-11-30,l_nfci,liquidity,-0.4648,0.2289,0.1709,0.0968,0.2904,0.1251,36.9565,improving,2,,-0.3425,0.5345
2024-12-31,l_nfci,liquidity,-0.48,0.2568,0.1179,0.1628,0.2382,0.1522,39.7112,improving,3,,-0.3429,0.5336
2025-01-31,l_nfci,liquidity,-0.4994,0.2927,0.1121,0.2427,0.2062,0.1926,41.0072,improving,4,,-0.3435,0.5328
2025-02-28,l_nfci,liquidity,-0.4955,0.2848,0.056,0.2269,0.1467,0.2305,40.5018,flat,1,,-0.344,0.532
2025-03-31,l_nfci,liquidity,-0.4362,0.1732,-0.0837,0.0342,-0.0022,0.2362,32.8571,flat,2,,-0.3443,0.5312
2025-04-30,l_nfci,liquidity,-0.3888,0.0836,-0.2091,-0.097,-0.0609,0.22,25.9786,deteriorating,1,,-0.3444,0.5303
2025-05-31,l_nfci,liquidity,-0.4374,0.1751,-0.1098,-0.0538,0.043,0.211,33.3333,deteriorating,2,,-0.3447,0.5294
2025-06-30,l_nfci,liquidity,-0.486,0.2664,0.0932,0.0095,0.1723,0.2126,40.636,flat,1,,-0.3452,0.5286
2025-07-31,l_nfci,liquidity,-0.511,0.3131,0.2295,0.0204,0.2632,0.216,45.0704,improving,1,,-0.3457,0.5279
2025-08-31,l_nfci,liquidity,-0.5244,0.3379,0.1628,0.0531,0.28,0.2249,47.7193,improving,2,,-0.3463,0.5271
2025-09-30,l_nfci,liquidity,-0.5262,0.3408,0.0744,0.1676,0.2018,0.2528,47.9021,flat,1,,-0.3469,0.5263
2025-10-31,l_nfci,liquidity,-0.5188,0.3261,0.0129,0.2424,0.1455,0.2932,46.3415,flat,2,,-0.3474,0.5256
2025-11-30,l_nfci,liquidity,-0.5078,0.3045,-0.0334,0.1294,0.0756,0.3148,44.0972,flat,3,,-0.3479,0.5248
2025-12-31,l_nfci,liquidity,-0.522,0.3311,-0.0097,0.0647,0.0742,0.3256,47.4048,flat,4,,-0.3485,0.524
2026-01-31,l_nfci,liquidity,-0.5598,0.4024,0.0764,0.0893,0.1098,0.3405,57.2414,flat,5,,-0.3492,0.5233
2026-02-28,l_nfci,liquidity,-0.5318,0.3482,0.0437,0.0103,0.0634,0.3422,49.8282,flat,6,,-0.3498,0.5226
2026-03-31,l_nfci,liquidity,-0.4698,0.2292,-0.1019,-0.1116,0.056,0.3236,36.3014,deteriorating,1,,-0.3501,0.5218
2026-04-30,l_nfci,liquidity,-0.4755,0.2398,-0.1626,-0.0862,0.1562,0.3092,37.5427,deteriorating,2,,-0.3505,0.521
2026-05-31,l_nfci,liquidity,-0.5042,0.2944,-0.0538,-0.0101,0.1193,0.3075,42.1769,flat,1,,-0.351,0.5203
2001-12-31,l_curve,liquidity,2.0,1.7203,,,,,100.0,,24,,0.5167,0.8623
2002-01-31,l_curve,liquidity,1.91,1.5047,,,,,50.0,,25,,0.5724,0.8889
2002-02-28,l_curve,liquidity,1.82,1.326,,,,,33.3333,,26,,0.6204,0.9047
2002-03-31,l_curve,liquidity,1.7,1.141,-0.5792,,,,25.0,deteriorating,1,,0.6604,0.9111
2002-04-30,l_curve,liquidity,1.87,1.2639,-0.2408,,,,40.0,deteriorating,2,,0.7036,0.9229
2002-05-31,l_curve,liquidity,1.86,1.1989,-0.1271,,,1.3591,33.3333,deteriorating,3,,0.7434,0.9313
2002-06-30,l_curve,liquidity,1.96,1.2488,0.1078,-0.4714,,1.2806,42.8571,improving,1,,0.784,0.9417
2002-07-31,l_curve,liquidity,2.28,1.5017,0.2378,-0.003,,1.2801,75.0,improving,2,,0.8323,0.9641
2002-08-31,l_curve,liquidity,2.0,1.1655,-0.0334,-0.1605,,1.2533,22.2222,flat,1,,0.8688,0.9706
2002-09-30,l_curve,liquidity,1.91,1.0384,-0.2104,-0.1026,,1.2362,10.0,deteriorating,1,,0.9003,0.9723
2002-10-31,l_curve,liquidity,2.25,1.3298,-0.1719,0.0659,,1.2472,72.7273,deteriorating,2,,0.94,0.9851
2002-11-30,l_curve,liquidity,2.14,1.1758,0.0102,-0.0231,,1.2433,33.3333,flat,1,,0.9743,0.9915
2002-12-31,l_curve,liquidity,2.22,1.2123,0.1739,-0.0365,-0.5079,1.2373,46.1538,improving,1,,1.0089,0.999
2003-01-31,l_curve,liquidity,2.28,1.2282,-0.1016,-0.2735,-0.2765,1.1917,50.0,deteriorating,1,,1.0432,1.007
2003-02-28,l_curve,liquidity,2.18,1.0956,-0.0801,-0.0699,-0.2304,1.18,13.3333,flat,1,,1.0732,1.0102
2003-03-31,l_curve,liquidity,2.32,1.195,-0.0173,0.1566,0.0539,1.2061,37.5,flat,2,,1.1051,1.0166
2003-04-30,l_curve,liquidity,2.38,1.2144,-0.0138,-0.1155,-0.0496,1.1869,52.9412,flat,3,,1.137,1.0236
2003-05-31,l_curve,liquidity,2.04,0.8633,-0.2323,-0.3125,-0.3356,1.1348,5.5556,deteriorating,1,,1.159,1.0205
2003-06-30,l_curve,liquidity,2.22,1.0142,-0.1807,-0.1981,-0.2346,1.1018,10.5263,deteriorating,2,,1.1843,1.0212
2003-07-31,l_curve,liquidity,2.69,1.4213,0.2069,0.1931,-0.0804,1.134,85.0,improving,1,,1.2193,1.0347
2003-08-31,l_curve,liquidity,2.5,1.2026,0.3393,0.107,0.0371,1.1518,47.619,improving,2,,1.2484,1.0407
2003-09-30,l_curve,liquidity,2.46,1.1341,0.1199,-0.0608,0.0957,1.1417,22.7273,improving,3,,1.2753,1.0445
2003-10-31,l_curve,liquidity,2.48,1.1245,-0.2969,-0.0899,-0.2054,1.1267,21.7391,deteriorating,1,,1.3015,1.048
2003-11-30,l_curve,liquidity,2.28,0.9152,-0.2874,0.0519,-0.2605,1.1353,8.3333,deteriorating,2,,1.3223,1.0464
2003-12-31,l_curve,liquidity,2.43,1.0355,-0.0987,0.0212,-0.1769,1.1389,16.0,flat,1,,1.3454,1.0474
2004-01-31,l_curve,liquidity,2.32,0.9129,-0.2116,-0.5084,-0.3153,1.0541,7.6923,deteriorating,1,,1.3653,1.0458
2004-02-29,l_curve,liquidity,2.33,0.9055,-0.0097,-0.2971,-0.1901,1.0046,7.4074,flat,1,,1.3846,1.044
2004-03-31,l_curve,liquidity,2.26,0.8246,-0.2108,-0.3095,-0.3704,0.953,3.5714,deteriorating,1,,1.4018,1.0408
2004-04-30,l_curve,liquidity,2.22,0.7741,-0.1388,-0.3504,-0.4403,0.8946,3.4483,deteriorating,2,,1.4175,1.0367
2004-05-31,l_curve,liquidity,2.12,0.6684,-0.2372,-0.2469,-0.1949,0.8535,3.3333,deteriorating,3,,1.4308,1.0312
2004-06-30,l_curve,liquidity,1.92,0.4691,-0.3555,-0.5664,-0.5451,0.7591,3.2258,deteriorating,4,deterioration,1.4398,1.0236
2004-07-31,l_curve,liquidity,1.82,0.3676,-0.4065,-0.5453,-1.0537,0.6682,3.125,deteriorating,5,deterioration,1.4467,1.0154
2004-08-31,l_curve,liquidity,1.72,0.2666,-0.4018,-0.639,-0.9361,0.5617,3.0303,deteriorating,6,deterioration,1.4516,1.0068
2004-09-30,l_curve,liquidity,1.51,0.0575,-0.4116,-0.7671,-1.0767,0.4339,2.9412,deteriorating,7,deterioration,1.4526,0.9978
2004-10-31,l_curve,liquidity,1.49,0.0371,-0.3305,-0.7369,-1.0873,0.311,2.8571,deteriorating,8,deterioration,1.4533,0.989
2004-11-30,l_curve,liquidity,1.34,-0.1136,-0.3801,-0.7819,-1.0288,0.1807,2.7778,deteriorating,9,deterioration,1.4514,0.9806
2004-12-31,l_curve,liquidity,1.16,-0.2945,-0.352,-0.7636,-1.3299,0.0535,2.7027,deteriorating,10,deterioration,1.4465,0.9729
2005-01-31,l_curve,liquidity,0.85,-0.6062,-0.6434,-0.9738,-1.5191,-0.1088,2.6316,deteriorating,11,deterioration,1.4367,0.9678
2005-02-28,l_curve,liquidity,0.77,-0.6808,-0.5672,-0.9473,-1.5863,-0.2667,2.5641,deteriorating,12,deterioration,1.426,0.9636
2005-03-31,l_curve,liquidity,0.7,-0.7441,-0.4496,-0.8016,-1.5687,-0.4003,2.5,deteriorating,13,deterioration,1.4144,0.9601
2005-04-30,l_curve,liquidity,0.55,-0.8877,-0.2815,-0.9248,-1.6617,-0.5545,2.439,deteriorating,14,deterioration,1.4009,0.9586
2005-05-31,l_curve,liquidity,0.4,-1.0275,-0.3467,-0.9139,-1.6959,-0.7068,2.381,deteriorating,15,deterioration,1.3855,0.9592
2005-06-30,l_curve,liquidity,0.28,-1.1325,-0.3884,-0.838,-1.6016,-0.8465,2.3256,deteriorating,16,deterioration,1.3688,0.9614
2005-07-31,l_curve,liquidity,0.26,-1.1334,-0.2457,-0.5272,-1.501,-0.9343,2.2727,deteriorating,17,deterioration,1.3522,0.9637
2005-08-31,l_curve,liquidity,0.18,-1.1944,-0.1669,-0.5137,-1.461,-1.0199,2.2222,deteriorating,18,deterioration,1.335,0.967
2005-09-30,l_curve,liquidity,0.16,-1.1935,-0.0611,-0.4494,-1.251,-1.0948,4.3478,flat,1,,1.318,0.9702
2005-10-31,l_curve,liquidity,0.17,-1.1631,-0.0297,-0.2754,-1.2003,-1.1407,6.383,flat,2,,1.3016,0.9729
2005-11-30,l_curve,liquidity,0.07,-1.2429,-0.0485,-0.2154,-1.1294,-1.1767,2.0833,flat,3,,1.2842,0.9769
2005-12-31,l_curve,liquidity,-0.02,-1.3096,-0.116,-0.1771,-1.0151,-1.2062,2.0408,deteriorating,1,,1.2661,0.9821
2006-01-31,l_curve,liquidity,-0.01,-1.2757,-0.1126,-0.1423,-0.6695,-1.2299,4.0,deteriorating,2,,1.2486,0.9866
2006-02-28,l_curve,liquidity,-0.14,-1.3795,-0.1365,-0.185,-0.6987,-1.2607,1.9608,deteriorating,3,,1.2299,0.993
2006-03-31,l_curve,liquidity,0.04,-1.1789,0.1307,0.0146,-0.4348,-1.2583,13.4615,improving,1,,1.214,0.9958
2006-04-30,l_curve,liquidity,0.2,-1.0047,0.271,0.1584,-0.117,-1.2319,22.6415,improving,2,,1.2007,0.996
2006-05-31,l_curve,liquidity,0.08,-1.1087,0.2707,0.1342,-0.0812,-1.2095,20.3704,improving,3,,1.1861,0.9976
2006-06-30,l_curve,liquidity,-0.01,-1.1804,-0.0015,0.1292,-0.0479,-1.188,12.7273,flat,1,,1.1708,1.0003
2006-07-31,l_curve,liquidity,0.02,-1.1336,-0.1289,0.1421,-0.0002,-1.1643,17.8571,deteriorating,1,,1.1562,1.0023
2006-08-31,l_curve,liquidity,-0.05,-1.1852,-0.0764,0.1943,0.0093,-1.1319,12.2807,flat,1,,1.1411,1.005
2006-09-30,l_curve,liquidity,-0.07,-1.187,-0.0066,-0.0081,0.0066,-1.1333,12.069,flat,2,,1.1262,1.0077
